,Unnamed: 0.1,Unnamed: 0,service_date,route_id,direction,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,earliness,delta
14520,15200,602906,2020-01-08,39,Outbound,46290480.0,10642,fhill,6.0,Endpoint,Headway,1900-01-01 14:56:00,1900-01-01 14:47:25,240.0,452.0,,515.0
14566,15248,602954,2020-01-08,39,Outbound,46290474.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 15:45:00,1900-01-01 15:44:47,420.0,285.0,,13.0
15520,16231,699663,2020-01-09,39,Inbound,46304573.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 12:44:00,1900-01-01 12:39:25,900.0,906.0,,275.0
15566,16277,699709,2020-01-09,39,Inbound,46304506.0,175,copst,9.0,Midpoint,Headway,1900-01-01 13:53:00,1900-01-01 13:53:52,900.0,1213.0,,52.0
16520,17327,700759,2020-01-09,39,Outbound,46304446.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 14:00:00,1900-01-01 14:02:19,780.0,811.0,,139.0
16566,17377,700809,2020-01-09,39,Outbound,46304558.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 14:55:00,1900-01-01 14:52:24,780.0,617.0,,156.0
17520,18416,797223,2020-01-10,39,Inbound,46318518.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 12:55:00,1900-01-01 12:57:22,900.0,1268.0,,142.0
17566,18463,797270,2020-01-10,39,Inbound,46318477.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 14:04:00,1900-01-01 14:10:51,900.0,1703.0,,411.0
18520,19446,798253,2020-01-10,39,Outbound,46318501.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 13:03:00,1900-01-01 13:02:23,900.0,869.0,,37.0
18566,19493,798300,2020-01-10,39,Outbound,46318391.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 14:13:00,1900-01-01 14:12:35,780.0,128.0,,25.0
19520,20471,878736,2020-01-11,39,Inbound,46328228.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 12:58:00,1900-01-01 13:03:29,600.0,12.0,,329.0
19566,20517,878782,2020-01-11,39,Inbound,46328372.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 13:45:00,1900-01-01 13:44:25,600.0,481.0,,35.0
20520,21504,879769,2020-01-11,39,Outbound,46328261.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 15:10:00,1900-01-01 15:15:19,600.0,984.0,,319.0
20566,21550,879815,2020-01-11,39,Outbound,46328345.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 16:01:00,1900-01-01 16:01:51,600.0,302.0,,51.0
21520,22549,934778,2020-01-12,39,Inbound,46334606.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 19:08:00,1900-01-01 19:03:35,780.0,555.0,,265.0
21566,22606,934835,2020-01-12,39,Inbound,46334608.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 20:31:00,1900-01-01 20:30:24,900.0,,,36.0
22520,23662,1007544,2020-01-13,39,Inbound,46353722.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 07:17:00,1900-01-01 07:31:38,480.0,74.0,,878.0
22566,23708,1007590,2020-01-13,39,Inbound,46353633.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 07:57:00,1900-01-01 07:54:23,420.0,461.0,,157.0
23520,24720,1008602,2020-01-13,39,Outbound,46353632.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 07:10:00,1900-01-01 07:09:11,420.0,407.0,,49.0
23566,24767,1008649,2020-01-13,39,Outbound,46353733.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 07:52:00,1900-01-01 08:01:15,420.0,183.0,,555.0
24520,25782,1105598,2020-01-14,39,Inbound,46367630.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 06:28:00,1900-01-01 06:25:57,780.0,1489.0,,123.0
24566,25829,1105645,2020-01-14,39,Inbound,46367785.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 07:01:00,1900-01-01 06:59:34,180.0,12.0,,86.0
25520,26860,1106676,2020-01-14,39,Outbound,46367784.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 06:15:00,1900-01-01 06:16:50,840.0,815.0,,110.0
25566,26907,1106723,2020-01-14,39,Outbound,46367665.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 07:10:00,1900-01-01 07:09:23,420.0,214.0,,37.0
26520,27951,1203406,2020-01-15,39,Inbound,46381639.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 06:20:00,1900-01-01 06:23:02,420.0,795.0,,182.0
26566,27998,1203453,2020-01-15,39,Inbound,46381759.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 06:55:00,1900-01-01 06:57:16,420.0,343.0,,136.0
27520,29003,1204458,2020-01-15,39,Inbound,46373639.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-02 00:55:00,1900-01-02 00:58:24,1080.0,1447.0,,204.0
27566,29049,1204504,2020-01-15,39,Outbound,46381788.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 06:33:00,1900-01-01 06:31:27,840.0,719.0,,93.0
28520,30053,1209126,2020-01-15,439,Outbound,46379519.0,6611,ltnah,2.0,Midpoint,Schedule,1900-01-01 07:27:00,1900-01-01 07:26:04,,,68.0,56.0
28566,30100,1301767,2020-01-16,39,Inbound,46395732.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 05:41:00,1900-01-01 05:43:31,600.0,899.0,,151.0
29520,31094,1302761,2020-01-16,39,Inbound,46386380.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 22:56:00,1900-01-01 22:55:40,660.0,730.0,,20.0
29566,31140,1302807,2020-01-16,39,Inbound,46387677.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 23:44:00,1900-01-01 23:44:46,660.0,604.0,,46.0
30520,32114,1303781,2020-01-16,39,Outbound,46387654.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 23:07:00,1900-01-01 23:09:17,720.0,875.0,,137.0
30566,32160,1303827,2020-01-16,39,Outbound,46387656.0,31365,heath,6.0,Midpoint,Headway,1900-01-02 00:04:00,1900-01-01 23:59:59,660.0,513.0,,241.0
31520,33195,1401015,2020-01-17,39,Inbound,46401705.0,175,copst,9.0,Midpoint,Headway,1900-01-01 21:05:00,1900-01-01 21:17:45,720.0,1462.0,,765.0
31566,33242,1401062,2020-01-17,39,Inbound,46401707.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 22:10:00,1900-01-01 22:08:53,840.0,509.0,,67.0
32520,34272,1402092,2020-01-17,39,Outbound,46401719.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 22:28:00,1900-01-01 22:28:33,840.0,799.0,,33.0
32566,34318,1402138,2020-01-17,39,Outbound,46401735.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 23:27:00,1900-01-01 23:29:46,660.0,690.0,,166.0
33520,35312,1483161,2020-01-18,39,Inbound,46413962.0,175,copst,9.0,Midpoint,Headway,1900-01-01 22:47:00,1900-01-01 22:57:13,720.0,1119.0,,613.0
33566,35359,1483208,2020-01-18,39,Inbound,46413988.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 23:52:00,1900-01-01 23:54:16,840.0,796.0,,136.0
34520,36334,1539027,2020-01-19,39,Inbound,46426111.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 08:18:00,1900-01-01 08:21:15,900.0,1094.0,,195.0
34566,36381,1539074,2020-01-19,39,Inbound,46426100.0,175,copst,9.0,Midpoint,Headway,1900-01-01 09:26:00,1900-01-01 09:24:35,840.0,645.0,,85.0
35520,37365,1540058,2020-01-19,39,Outbound,46426215.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 14:02:00,1900-01-01 14:03:16,840.0,,,76.0
35566,37411,1540104,2020-01-19,39,Outbound,46426155.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 15:16:00,1900-01-01 15:17:59,840.0,958.0,,119.0
36520,38409,1597528,2020-01-20,39,Inbound,46435156.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 17:06:00,1900-01-01 17:07:16,600.0,,,76.0
36566,38455,1597574,2020-01-20,39,Inbound,46435123.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 17:53:00,1900-01-01 17:52:14,600.0,504.0,,46.0
37520,39435,1598554,2020-01-20,39,Outbound,46435126.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 20:03:00,1900-01-01 20:06:31,1380.0,1568.0,,211.0
37566,39482,1598601,2020-01-20,39,Outbound,46435222.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 21:07:00,1900-01-01 21:02:22,720.0,794.0,,278.0
38520,40466,1682135,2020-01-21,39,Inbound,46448564.0,175,copst,9.0,Midpoint,Headway,1900-01-01 18:53:00,1900-01-01 18:54:16,540.0,,,76.0
38566,40513,1682182,2020-01-21,39,Inbound,46448708.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 19:40:00,1900-01-01 19:40:18,720.0,647.0,,18.0
39520,41507,1683176,2020-01-21,39,Outbound,46448689.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 19:00:00,1900-01-01 19:01:56,540.0,164.0,,116.0
39566,41561,1683230,2020-01-21,39,Outbound,46448629.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 20:01:00,1900-01-01 19:58:54,600.0,55.0,,126.0
40520,42555,1780317,2020-01-22,39,Inbound,46462662.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 17:34:00,1900-01-01 17:25:03,480.0,720.0,,537.0
40566,42601,1780363,2020-01-22,39,Inbound,46462593.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 18:09:00,1900-01-01 18:09:25,540.0,559.0,,25.0
41520,43606,1781368,2020-01-22,39,Outbound,46462641.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 17:50:00,1900-01-01 17:54:16,600.0,584.0,,256.0
41566,43657,1781419,2020-01-22,39,Outbound,46462655.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 18:32:00,1900-01-01 18:26:37,300.0,371.0,,323.0
42520,44666,1878542,2020-01-23,39,Inbound,46476665.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 16:32:00,1900-01-01 16:34:52,660.0,70.0,,172.0
42566,44715,1878591,2020-01-23,39,Inbound,46476714.0,175,copst,9.0,Midpoint,Headway,1900-01-01 17:14:00,1900-01-01 17:14:29,480.0,837.0,,29.0
43520,45713,1879589,2020-01-23,39,Outbound,46476790.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 16:22:00,1900-01-01 16:22:50,600.0,,,50.0
43566,45759,1879635,2020-01-23,39,Outbound,46476666.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 17:14:00,1900-01-01 17:16:06,600.0,602.0,,126.0
44520,46746,1976242,2020-01-24,39,Inbound,46490653.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 14:49:00,1900-01-01 14:56:03,600.0,679.0,,423.0
44566,46792,1976288,2020-01-24,39,Inbound,46490685.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 15:38:00,1900-01-01 15:42:35,600.0,720.0,,275.0
45520,47765,1977261,2020-01-24,39,Outbound,46490739.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 14:32:00,1900-01-01 14:41:12,780.0,,,552.0
45566,47815,1977311,2020-01-24,39,Outbound,46490782.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 15:17:00,1900-01-01 15:22:08,480.0,789.0,,308.0
46520,48790,2057588,2020-01-25,39,Inbound,46500583.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 13:53:00,1900-01-01 13:54:41,600.0,562.0,,101.0
46566,48838,2057636,2020-01-25,39,Inbound,46500517.0,175,copst,9.0,Midpoint,Headway,1900-01-01 14:51:00,1900-01-01 14:50:58,600.0,376.0,,2.0
47520,49844,2058642,2020-01-25,39,Outbound,46500588.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 17:14:00,1900-01-01 17:15:50,600.0,545.0,,110.0
47566,49902,2058700,2020-01-25,39,Outbound,46500566.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 18:36:00,1900-01-01 18:35:28,660.0,,,32.0
48520,50886,2114471,2020-01-26,39,Inbound,46503432.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 22:05:00,1900-01-01 22:03:22,900.0,639.0,,98.0
48566,50932,2114517,2020-01-26,39,Inbound,46503412.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 23:13:00,1900-01-01 23:22:17,900.0,1201.0,,557.0
49520,51928,2187300,2020-01-27,39,Inbound,46519857.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 08:05:00,1900-01-01 08:06:17,480.0,688.0,,77.0
49566,51974,2187346,2020-01-27,39,Inbound,46519949.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 08:42:00,1900-01-01 08:50:48,840.0,7.0,,528.0
50520,52959,2188331,2020-01-27,39,Outbound,46519930.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 07:47:00,1900-01-01 07:46:35,540.0,1088.0,,25.0
50566,53005,2188377,2020-01-27,39,Outbound,46519834.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 08:33:00,1900-01-01 08:34:01,540.0,331.0,,61.0
51520,53989,2285421,2020-01-28,39,Inbound,46533995.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 06:47:00,1900-01-01 06:47:02,420.0,285.0,,2.0
51566,54035,2285467,2020-01-28,39,Inbound,46534005.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 07:22:00,1900-01-01 07:34:59,660.0,1443.0,,779.0
52520,55006,2286438,2020-01-28,39,Inbound,46525844.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-02 00:55:00,1900-01-02 00:50:56,1080.0,912.0,,244.0
52566,55052,2286484,2020-01-28,39,Outbound,46534024.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 06:33:00,1900-01-01 06:31:20,840.0,569.0,,100.0
53520,56027,2287459,2020-01-28,39,Outbound,46525823.0,10642,fhill,9.0,Endpoint,Headway,1900-01-02 01:17:00,1900-01-02 01:08:12,900.0,434.0,,528.0
53566,56075,2383672,2020-01-29,39,Inbound,46547942.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 05:11:00,1900-01-01 05:14:22,600.0,661.0,,202.0
54520,57050,2384647,2020-01-29,39,Inbound,46539888.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 21:59:00,1900-01-01 21:57:56,840.0,686.0,,64.0
54566,57099,2384696,2020-01-29,39,Inbound,46539908.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 22:57:00,1900-01-01 22:59:03,660.0,764.0,,123.0
55520,58071,2385668,2020-01-29,39,Outbound,46538308.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 22:02:00,1900-01-01 22:01:44,840.0,770.0,,16.0
55566,58119,2385716,2020-01-29,39,Outbound,46539900.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 23:09:00,1900-01-01 23:10:26,660.0,733.0,,86.0
56520,59134,2482825,2020-01-30,39,Inbound,46562036.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 19:52:00,1900-01-01 19:55:19,720.0,828.0,,199.0
56566,59180,2482871,2020-01-30,39,Inbound,46553951.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 20:43:00,1900-01-01 20:43:52,720.0,712.0,,52.0
57520,60208,2483899,2020-01-30,39,Outbound,46562161.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 20:47:00,1900-01-01 20:48:28,720.0,455.0,,88.0
57566,60255,2483946,2020-01-30,39,Outbound,46552372.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 21:59:00,1900-01-01 21:58:03,840.0,520.0,,57.0
58520,61250,2580931,2020-01-31,39,Inbound,46576120.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 18:49:00,1900-01-01 18:51:07,540.0,542.0,,127.0
58566,61299,2580980,2020-01-31,39,Inbound,46576226.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 19:40:00,1900-01-01 19:41:26,720.0,706.0,,86.0
59520,62300,2581981,2020-01-31,39,Outbound,46576225.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 19:15:00,1900-01-01 19:09:45,600.0,138.0,,315.0
59566,62350,2582031,2020-01-31,39,Outbound,46576147.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 20:14:00,1900-01-01 20:17:07,480.0,429.0,,187.0
60520,63359,2662981,2020-02-01,39,Inbound,46586062.0,175,copst,9.0,Midpoint,Headway,1900-01-01 20:00:00,1900-01-01 20:06:01,660.0,1006.0,,361.0
60566,63406,2663028,2020-02-01,39,Inbound,46586040.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 20:54:00,1900-01-01 20:54:49,720.0,767.0,,49.0
61520,64366,2663988,2020-02-01,39,Outbound,46580231.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-02 00:10:00,1900-01-02 00:12:19,780.0,700.0,,139.0
61566,64412,2718689,2020-02-02,39,Inbound,46592337.0,1128,jpctr,2.0,Midpoint,Schedule,1900-01-01 05:48:00,1900-01-01 05:48:51,,,-40.0,51.0
62520,65409,2719686,2020-02-02,39,Outbound,46592444.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 14:09:00,1900-01-01 14:10:26,840.0,604.0,,86.0
62566,65458,2719735,2020-02-02,39,Outbound,46592454.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 15:28:00,1900-01-01 15:32:39,720.0,885.0,,279.0
63520,66447,2792142,2020-02-03,39,Inbound,46605349.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 15:58:00,1900-01-01 16:00:48,600.0,456.0,,168.0
63566,66494,2792189,2020-02-03,39,Inbound,46605310.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 16:48:00,1900-01-01 16:50:08,480.0,590.0,,128.0
64520,67489,2793184,2020-02-03,39,Outbound,46605287.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 15:57:00,1900-01-01 15:58:57,420.0,741.0,,117.0
64566,67536,2793231,2020-02-03,39,Outbound,46605407.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 16:44:00,1900-01-01 16:43:07,660.0,303.0,,53.0
65520,68538,2889865,2020-02-04,39,Inbound,46619247.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 14:29:00,1900-01-01 14:28:30,600.0,661.0,,30.0
65566,68584,2889911,2020-02-04,39,Inbound,46619293.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 15:15:00,1900-01-01 15:13:49,600.0,653.0,,71.0
66520,69603,2890930,2020-02-04,39,Outbound,46619372.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 14:52:00,1900-01-01 14:48:47,780.0,618.0,,193.0
66566,69649,2890976,2020-02-04,39,Outbound,46619223.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 15:35:00,1900-01-01 15:28:25,720.0,251.0,,395.0
67520,70650,2987539,2020-02-05,39,Inbound,46633327.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 13:51:00,1900-01-01 13:50:07,900.0,1318.0,,53.0
67566,70703,2987592,2020-02-05,39,Inbound,46633270.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 14:59:00,1900-01-01 15:00:32,600.0,,,92.0
68520,71713,2988602,2020-02-05,39,Outbound,46633371.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 15:10:00,1900-01-01 15:08:58,480.0,448.0,,62.0
68566,71766,2988655,2020-02-05,39,Outbound,46633271.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 16:10:00,1900-01-01 16:00:10,420.0,686.0,,590.0
69520,72748,3084835,2020-02-06,39,Inbound,46647238.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 13:26:00,1900-01-01 13:22:25,900.0,446.0,,215.0
69566,72794,3084881,2020-02-06,39,Inbound,46647140.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 14:25:00,1900-01-01 14:21:04,600.0,677.0,,236.0
70520,73778,3085865,2020-02-06,39,Outbound,46647306.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 13:06:00,1900-01-01 13:06:04,780.0,730.0,,4.0
70566,73826,3085913,2020-02-06,39,Outbound,46647224.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 14:16:00,1900-01-01 14:18:39,780.0,511.0,,159.0
71520,74804,3182163,2020-02-07,39,Inbound,46661189.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 10:12:00,1900-01-01 10:21:06,900.0,1373.0,,546.0
71566,74862,3182221,2020-02-07,39,Inbound,46661131.0,175,copst,9.0,Midpoint,Headway,1900-01-01 11:40:00,1900-01-01 11:49:12,900.0,,,552.0
72520,76055,3183414,2020-02-07,39,Outbound,46653160.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 15:15:00,1900-01-01 15:36:57,480.0,110.0,,1317.0
72566,76110,3183469,2020-02-07,39,Outbound,46661182.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 16:03:00,1900-01-01 16:09:55,540.0,,,415.0
73520,77107,3263937,2020-02-08,39,Inbound,46671038.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 15:08:00,1900-01-01 15:04:59,600.0,544.0,,181.0
73566,77153,3263983,2020-02-08,39,Inbound,46670984.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 15:56:00,1900-01-01 15:59:36,600.0,746.0,,216.0
74520,78116,3264946,2020-02-08,39,Outbound,46670997.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 17:07:00,1900-01-01 17:04:03,600.0,544.0,,177.0
74566,78162,3264992,2020-02-08,39,Outbound,46671020.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 18:03:00,1900-01-01 18:02:43,660.0,555.0,,17.0
75520,79136,3320408,2020-02-09,39,Inbound,46673862.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 23:09:00,1900-01-01 23:10:46,900.0,1001.0,,106.0
75566,79182,3320454,2020-02-09,39,Inbound,46673864.0,11390,bdal,8.0,Midpoint,Headway,1900-01-02 00:16:00,1900-01-02 00:16:32,780.0,535.0,,32.0
76520,80153,3392980,2020-02-10,39,Inbound,46690393.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 09:00:00,1900-01-01 09:06:50,420.0,1008.0,,410.0
76566,80200,3393027,2020-02-10,39,Inbound,46690252.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 09:44:00,1900-01-01 09:48:32,660.0,543.0,,272.0
77520,81184,3394011,2020-02-10,39,Outbound,46690251.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 08:39:00,1900-01-01 08:33:46,540.0,567.0,,314.0
77566,81231,3394058,2020-02-10,39,Outbound,46690381.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 09:31:00,1900-01-01 09:32:32,660.0,571.0,,92.0
78520,82209,3490847,2020-02-11,39,Inbound,46704371.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 07:14:00,1900-01-01 07:16:39,660.0,707.0,,159.0
78566,82255,3490893,2020-02-11,39,Inbound,46704238.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 07:53:00,1900-01-01 07:54:48,600.0,646.0,,108.0
79520,83232,3491870,2020-02-11,39,Outbound,46704395.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 06:28:00,1900-01-01 06:28:52,780.0,810.0,,52.0
79566,83280,3491918,2020-02-11,39,Outbound,46704264.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 07:18:00,1900-01-01 07:31:05,420.0,646.0,,785.0
80520,84249,3496505,2020-02-11,439,Outbound,46702436.0,4709,pines,2.0,Midpoint,Schedule,1900-01-01 18:11:00,1900-01-01 18:15:32,,,-176.0,272.0
80566,84297,3588525,2020-02-12,39,Inbound,46718402.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 05:54:00,1900-01-01 05:52:35,600.0,538.0,,85.0
81520,85260,3589488,2020-02-12,39,Inbound,46710259.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 22:34:00,1900-01-01 22:35:01,720.0,759.0,,61.0
81566,85306,3589534,2020-02-12,39,Inbound,46710239.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 23:22:00,1900-01-01 23:21:24,660.0,580.0,,36.0
82520,86294,3590522,2020-02-12,39,Outbound,46710238.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 23:00:00,1900-01-01 23:04:40,720.0,824.0,,280.0
82566,86340,3590568,2020-02-12,39,Outbound,46710251.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 23:58:00,1900-01-01 23:57:11,660.0,478.0,,49.0
83520,87314,3687168,2020-02-13,39,Inbound,46732450.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 19:49:00,1900-01-01 19:51:15,360.0,577.0,,135.0
83566,87360,3687214,2020-02-13,39,Inbound,46732385.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 20:43:00,1900-01-01 20:46:45,600.0,652.0,,225.0
84520,88338,3688192,2020-02-13,39,Outbound,46732315.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 19:45:00,1900-01-01 19:45:41,600.0,154.0,,41.0
84566,88384,3688238,2020-02-13,39,Outbound,46732445.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 20:39:00,1900-01-01 20:38:29,720.0,511.0,,31.0
85520,89385,3784921,2020-02-14,39,Inbound,46746401.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 18:05:00,1900-01-01 18:05:39,480.0,561.0,,39.0
85566,89434,3784970,2020-02-14,39,Inbound,46746295.0,175,copst,9.0,Midpoint,Headway,1900-01-01 18:44:00,1900-01-01 18:50:13,540.0,712.0,,373.0
86520,90441,3785977,2020-02-14,39,Outbound,46746365.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 18:28:00,1900-01-01 18:24:24,420.0,131.0,,216.0
86566,90488,3786024,2020-02-14,39,Outbound,46746463.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 19:02:00,1900-01-01 19:05:38,600.0,470.0,,218.0
87520,91517,3867058,2020-02-15,39,Inbound,46756320.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 18:37:00,1900-01-01 18:42:51,600.0,1259.0,,351.0
87566,91563,3867104,2020-02-15,39,Inbound,46756238.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 19:28:00,1900-01-01 19:29:57,720.0,812.0,,117.0
88520,92605,3868146,2020-02-15,39,Outbound,46750483.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 23:44:00,1900-01-01 23:46:37,780.0,,,157.0
88566,92670,3922905,2020-02-16,39,Inbound,46762578.0,11131,shunt,3.0,Midpoint,Schedule,1900-01-01 05:51:00,1900-01-01 05:50:20,,,112.0,40.0
89520,93644,3923879,2020-02-16,39,Outbound,46762688.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 10:34:00,1900-01-01 10:36:26,780.0,726.0,,146.0
89566,93690,3923925,2020-02-16,39,Outbound,46762693.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 11:37:00,1900-01-01 11:40:18,720.0,1201.0,,198.0
90520,94699,3981341,2020-02-17,39,Inbound,46771614.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 14:45:00,1900-01-01 14:43:17,600.0,404.0,,103.0
90566,94748,3981390,2020-02-17,39,Inbound,46771740.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 15:34:00,1900-01-01 15:31:43,600.0,,,137.0
